                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                0.46904,                0.16788,                0.06188,                 0.2485,                0.91132,                 0.9948,                0.98908,                0.99483,                0.94573,                0.99251,                0.98647,                0.99425,                0.96708,                0.35189,                 0.1443,                0.00056,                0.17853,                0.87712,              0.0067825,              0.0067825,              0.0067825
                     67,                0.47017,                0.16632,                0.06083,                0.24866,                0.91137,                0.99391,                0.98917,                0.99482,                 0.9463,                0.99228,                0.98553,                 0.9942,                0.96744,                0.35211,                0.14481,                0.00054,                0.17855,                0.87623,               0.006733,               0.006733,               0.006733
                     68,                0.46654,                0.16431,                0.06171,                0.24716,                0.91028,                0.99349,                0.98999,                0.99483,                0.94601,                 0.9919,                0.98661,                0.99434,                0.96735,                0.35136,                 0.1426,                0.00054,                 0.1777,                0.87596,              0.0066835,              0.0066835,              0.0066835
                     69,                 0.4627,                0.16144,                0.06247,                0.24535,                0.90663,                0.99415,                0.98938,                0.99484,                0.94598,                0.99249,                0.98703,                0.99442,                 0.9677,                0.35146,                0.14207,                0.00056,                0.17733,                  0.876,               0.006634,               0.006634,               0.006634
                     70,                 0.4639,                0.16292,                0.06184,                0.24581,                0.90801,                0.99443,                 0.9891,                0.99479,                0.94576,                0.99311,                0.98675,                0.99441,                0.96749,                0.34994,                0.14178,                0.00054,                0.17678,                0.87588,              0.0065845,              0.0065845,              0.0065845
                     71,                 0.4654,                0.16232,                  0.062,                0.24594,                0.90923,                0.99356,                0.98901,                 0.9948,                0.94582,                0.99277,                 0.9867,                0.99436,                0.96698,                0.34935,                0.14229,                0.00055,                0.17636,                0.87636,               0.006535,               0.006535,               0.006535
                     72,                0.46138,                0.15822,                0.05993,                0.24587,                0.90574,                0.99433,                0.98889,                0.99483,                0.94651,                0.99337,                 0.9868,                0.99447,                0.96706,                0.34854,                0.14284,                0.00052,                0.17612,                0.87514,              0.0064855,              0.0064855,              0.0064855
                     73,                0.46138,                0.15769,                0.06172,                0.24381,                0.90647,                0.99317,                   0.99,                0.99482,                0.94666,                0.99277,                0.98728,                0.99444,                0.96816,                0.34725,                0.14132,                 0.0005,                0.17524,                 0.8749,               0.006436,               0.006436,               0.006436
                     74,                0.46205,                0.15729,                0.06175,                0.24435,                0.90789,                0.99424,                0.98952,                0.99484,                0.94674,                0.99276,                0.98638,                0.99436,                0.96803,                0.34705,                0.14085,                 0.0005,                0.17488,                0.87484,              0.0063865,              0.0063865,              0.0063865
                     75,                0.46165,                0.16081,                0.06298,                0.24472,                0.90604,                0.99491,                0.98844,                 0.9948,                0.94734,                0.99286,                0.98625,                0.99427,                0.96813,                0.34696,                0.14114,                 0.0005,                0.17452,                0.87376,               0.006337,               0.006337,               0.006337
                     76,                0.46026,                 0.1583,                0.06191,                0.24354,                0.90569,                0.99507,                0.98891,                 0.9948,                0.94719,                0.99329,                0.98652,                0.99433,                0.96782,                0.34712,                0.14214,                0.00051,                0.17477,                0.87432,              0.0062875,              0.0062875,              0.0062875
                     77,                0.45927,                0.15778,                0.06173,                0.24376,                0.90635,                0.99502,                0.98905,                0.99483,                0.94746,                0.99319,                0.98656,                0.99426,                0.96754,                0.34573,                0.14195,                 0.0005,                0.17444,                0.87392,               0.006238,               0.006238,               0.006238
                     78,                0.45985,                0.15779,                0.06179,                 0.2431,                0.90366,                  0.995,                0.98957,                0.99487,                0.94776,                0.99235,                 0.9866,                0.99412,                0.96803,                0.34524,                0.14128,                0.00049,                0.17395,                0.87266,              0.0061885,              0.0061885,              0.0061885
                     79,                0.45898,                0.15511,                0.06258,                0.24341,                0.90559,                0.99461,                0.98985,                0.99485,                0.94821,                0.99244,                0.98681,                0.99427,                0.96813,                0.34478,                0.14113,                 0.0005,                0.17378,                0.87259,               0.006139,               0.006139,               0.006139
                     80,                0.45572,                0.15502,                 0.0609,                0.24186,                0.90481,                0.99463,                0.98938,                0.99484,                0.94811,                0.99235,                0.98676,                0.99426,                0.96798,                0.34461,                0.14142,                0.00048,                0.17347,                0.87345,              0.0060895,              0.0060895,              0.0060895
                     81,                0.45579,                0.15347,                 0.0619,                0.24207,                0.90253,                0.99452,                0.98965,                0.99483,                0.94788,                0.99225,                0.98703,                0.99427,                0.96804,                0.34458,                0.14118,                0.00048,                0.17303,                0.87316,                0.00604,                0.00604,                0.00604
                     82,                0.45718,                0.15306,                 0.0618,                0.24215,                0.90522,                0.99494,                0.98905,                0.99483,                0.94809,                0.99308,                0.98666,                0.99432,                0.96826,                0.34392,                0.14064,                0.00047,                0.17272,                0.87319,              0.0059905,              0.0059905,              0.0059905
                     83,                0.45403,                 0.1513,                0.06086,                0.24116,                0.90413,                0.99524,                0.98868,                0.99483,                0.94841,                0.99272,                0.98647,                0.99424,                 0.9683,                0.34382,                0.14077,                0.00045,                0.17258,                0.87322,               0.005941,               0.005941,               0.005941
                     84,                0.45361,                 0.1528,                0.06123,                0.24019,                0.90383,                0.99471,                0.98904,                0.99483,                0.94833,                 0.9922,                0.98651,                0.99422,                0.96794,                0.34314,                0.14117,                0.00046,                0.17205,                0.87364,              0.0058915,              0.0058915,              0.0058915
                     85,                0.45234,                0.15067,                0.06086,                0.24024,                 0.9028,                0.99457,                 0.9888,                 0.9948,                0.94842,                0.99208,                0.98624,                0.99419,                0.96789,                0.34237,                0.14133,                0.00047,                  0.172,                 0.8732,               0.005842,               0.005842,               0.005842
                     86,                0.44899,                0.15208,                0.06034,                0.23846,                0.90101,                0.99508,                0.98873,                0.99482,                 0.9485,                0.99262,                0.98631,                0.99426,                 0.9681,                0.34204,                0.14102,                0.00046,                0.17139,                0.87253,              0.0057925,              0.0057925,              0.0057925
                     87,                0.45259,                0.15105,                0.06096,                0.23938,                0.90253,                0.99512,                0.98868,                0.99483,                0.94843,                0.99253,                0.98621,                0.99424,                0.96815,                0.34148,                0.14093,                0.00046,                0.17118,                0.87232,               0.005743,               0.005743,               0.005743
                     88,                0.45078,                0.15213,                0.06038,                 0.2403,                0.90117,                0.99494,                 0.9887,                0.99481,                0.94835,                0.99291,                0.98633,                0.99429,                0.96775,                0.34119,                0.14109,                0.00046,                0.17113,                0.87225,              0.0056935,              0.0056935,              0.0056935
