                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                0.27807,                0.06921,                 0.0291,                0.18571,                 0.7893,                0.96013,                0.95177,                0.98236,                0.68951,                0.87229,                0.85021,                0.86945,                0.76543,                 1.2553,                 1.2934,                0.00289,                0.47597,                 1.3562,               0.005248,               0.005248,               0.005248
                     50,                0.27678,                0.07473,                0.03098,                0.18695,                0.78969,                0.97056,                0.94163,                0.98087,                0.68603,                0.87445,                0.86006,                0.87757,                0.79908,                 1.2534,                 1.2322,                0.00296,                0.47289,                  1.356,               0.005149,               0.005149,               0.005149
                     51,                0.27588,                0.06961,                0.02872,                 0.1864,                0.78867,                0.97427,                 0.9436,                 0.9839,                0.69468,                0.88516,                0.85738,                 0.8873,                0.80278,                 1.2295,                 1.2305,                0.00237,                  0.472,                 1.3344,                0.00505,                0.00505,                0.00505
                     52,                0.27299,                0.07036,                0.02907,                0.18281,                 0.7895,                0.96157,                 0.9443,                0.97484,                0.68367,                0.86912,                0.85367,                0.87136,                0.78124,                 1.2816,                  1.274,                0.00287,                0.49707,                 1.4054,               0.004951,               0.004951,               0.004951
                     53,                0.27206,                0.06794,                0.02958,                0.18623,                0.79024,                 0.9522,                0.93896,                0.97315,                0.69049,                0.87644,                0.86095,                0.87842,                 0.7948,                 1.2557,                 1.2447,                0.00275,                0.46765,                 1.3593,               0.004852,               0.004852,               0.004852
                     54,                0.26746,                0.06504,                0.02966,                0.18227,                0.78707,                0.97704,                0.95746,                0.98191,                0.68445,                0.88736,                 0.8685,                0.87949,                0.77666,                 1.2821,                 1.3055,                0.00297,                0.48883,                 1.4216,               0.004753,               0.004753,               0.004753
                     55,                0.26498,                0.06734,                0.02933,                0.17968,                0.78723,                 0.9804,                0.95541,                0.97749,                0.69277,                0.88844,                0.86583,                0.88039,                0.78463,                 1.2463,                 1.2056,                0.00299,                0.49953,                 1.3712,               0.004654,               0.004654,               0.004654
                     56,                0.26605,                0.06523,                0.02939,                0.18169,                0.78841,                0.97731,                0.94487,                0.98014,                0.69367,                0.88681,                0.85952,                0.87893,                0.79095,                 1.2544,                 1.2126,                0.00258,                0.49794,                 1.3806,               0.004555,               0.004555,               0.004555
                     57,                0.26133,                 0.0659,                0.02934,                0.18051,                0.78809,                0.97638,                0.95333,                 0.9833,                0.68753,                0.87055,                0.84909,                0.87194,                0.77998,                 1.2535,                 1.2675,                0.00306,                0.47987,                 1.3891,               0.004456,               0.004456,               0.004456
                     58,                0.26267,                0.06204,                0.02811,                0.17922,                0.78878,                0.97317,                0.94655,                0.98487,                0.69546,                0.88176,                0.85799,                0.88414,                0.79175,                 1.2437,                 1.2487,                0.00294,                0.49001,                 1.3453,               0.004357,               0.004357,               0.004357
                     59,                   0.26,                0.05987,                0.02619,                0.17934,                0.78638,                0.97351,                0.95485,                0.98107,                0.68992,                0.88833,                0.87155,                0.89043,                0.79605,                 1.2458,                 1.2021,                0.00305,                0.47594,                 1.3888,               0.004258,               0.004258,               0.004258
                     60,                0.25689,                 0.0629,                 0.0282,                0.17685,                0.78839,                0.97423,                0.95695,                0.98365,                0.69932,                0.89233,                0.87654,                0.89446,                0.79796,                  1.233,                  1.187,                0.00244,                0.47391,                  1.391,               0.004159,               0.004159,               0.004159
                     61,                0.25835,                0.06781,                0.02946,                0.17578,                0.78759,                0.97618,                0.95089,                0.97903,                0.68917,                0.88738,                 0.8644,                0.88354,                0.76584,                 1.2455,                 1.2613,                0.00239,                0.47478,                 1.3815,                0.00406,                0.00406,                0.00406
                     62,                0.25615,                0.06025,                0.02778,                0.17649,                0.78614,                0.97299,                0.95269,                0.98081,                0.69147,                0.88896,                0.87041,                0.88305,                 0.7755,                 1.2614,                 1.2455,                0.00197,                 0.4948,                 1.3706,               0.003961,               0.003961,               0.003961
                     63,                0.25359,                0.06057,                0.02838,                0.17461,                0.78641,                0.97421,                0.94555,                0.97816,                 0.6862,                0.89122,                0.86538,                 0.8908,                0.79905,                 1.2544,                 1.2074,                0.00328,                0.49997,                 1.3868,               0.003862,               0.003862,               0.003862
                     64,                0.25264,                0.06164,                0.02584,                0.17575,                0.78672,                0.96318,                0.94551,                0.98063,                0.69005,                0.88781,                0.87152,                0.89545,                0.80448,                 1.2567,                 1.1679,                0.00332,                0.49787,                 1.3753,               0.003763,               0.003763,               0.003763
                     65,                0.24959,                  0.065,                0.02585,                0.17324,                0.78614,                0.96805,                0.95045,                0.98173,                0.68633,                0.87374,                0.85921,                  0.876,                0.79855,                 1.2476,                 1.1835,                0.00308,                0.49271,                 1.3818,               0.003664,               0.003664,               0.003664
                     66,                0.24586,                0.05987,                0.02705,                0.17237,                0.78624,                0.96906,                0.94585,                0.98166,                0.69275,                0.88059,                0.85949,                0.87935,                0.79255,                 1.2478,                  1.182,                0.00275,                0.50176,                 1.3728,               0.003565,               0.003565,               0.003565
                     67,                 0.2439,                0.06216,                0.02587,                0.16928,                0.78547,                0.97622,                0.94669,                0.98373,                0.69395,                0.87977,                0.85216,                0.87074,                0.76898,                 1.2461,                 1.2488,                0.00337,                0.49054,                 1.3856,               0.003466,               0.003466,               0.003466
                     68,                 0.2452,                0.05769,                0.02642,                0.17248,                0.78607,                0.97532,                0.94515,                0.98071,                0.68725,                0.88318,                0.85598,                0.88116,                0.78653,                 1.2413,                 1.1733,                0.00342,                0.49289,                 1.3722,               0.003367,               0.003367,               0.003367
                     69,                0.24135,                0.05957,                0.02758,                0.17006,                0.78575,                0.97704,                0.94559,                0.97971,                0.68767,                0.89086,                0.86219,                0.88401,                0.78751,                 1.2498,                 1.2188,                0.00304,                0.49523,                 1.3905,               0.003268,               0.003268,               0.003268
                     70,                0.23963,                0.05669,                0.02653,                0.16981,                0.78486,                0.97076,                0.95272,                0.98092,                0.68148,                0.88426,                0.86501,                0.89133,                 0.8006,                 1.2735,                 1.1998,                0.00334,                0.49545,                 1.4075,               0.003169,               0.003169,               0.003169
                     71,                0.23718,                0.05672,                0.02559,                0.16654,                 0.7848,                0.96634,                0.95284,                0.98202,                0.69353,                 0.8825,                0.86412,                 0.8895,                0.80648,                  1.246,                 1.1477,                0.00351,                0.49731,                 1.3793,                0.00307,                0.00307,                0.00307
                     72,                0.23824,                0.05627,                0.02479,                0.16807,                0.78549,                0.97322,                0.95668,                0.98365,                0.69007,                0.88977,                0.87468,                 0.8928,                 0.7966,                 1.2521,                 1.1534,                 0.0027,                0.48291,                 1.3999,               0.002971,               0.002971,               0.002971
                     73,                0.23534,                 0.0563,                0.02421,                0.16733,                0.78392,                0.97087,                0.95619,                0.98129,                0.69134,                0.88039,                0.86852,                0.88241,                0.79351,                 1.2617,                 1.2103,                0.00299,                0.48296,                 1.4047,               0.002872,               0.002872,               0.002872
                     74,                0.23461,                0.05516,                0.02592,                0.16466,                 0.7842,                0.96899,                0.95429,                0.98236,                0.69317,                0.88345,                0.87004,                0.88842,                0.80917,                 1.2446,                 1.1556,                0.00289,                0.48872,                 1.3946,               0.002773,               0.002773,               0.002773
                     75,                0.23154,                0.05429,                0.02473,                0.16403,                0.78207,                 0.9634,                0.95133,                0.98063,                0.69508,                0.88005,                0.87201,                 0.8805,                  0.795,                 1.2487,                 1.1945,                0.00357,                0.49854,                  1.393,               0.002674,               0.002674,               0.002674
                     76,                0.22933,                0.05273,                0.02404,                 0.1615,                 0.7822,                0.96858,                 0.9488,                0.98112,                0.69363,                0.88512,                0.86693,                0.88183,                0.81232,                 1.2571,                 1.1564,                0.00325,                0.50588,                  1.408,               0.002575,               0.002575,               0.002575
                     77,                0.22847,                0.05066,                 0.0241,                0.16171,                0.78226,                0.97267,                0.95595,                 0.9829,                 0.6943,                0.88581,                0.87046,                0.88425,                0.80837,                 1.2441,                   1.14,                 0.0032,                 0.4975,                 1.4024,               0.002476,               0.002476,               0.002476
                     78,                0.22804,                0.05457,                0.02285,                0.16446,                0.78298,                0.96553,                0.95348,                0.98154,                0.68923,                0.87437,                0.86437,                0.87388,                0.79863,                 1.2467,                 1.1557,                0.00281,                0.49388,                  1.382,               0.002377,               0.002377,               0.002377
                     79,                 0.2251,                0.05211,                  0.025,                0.15926,                0.78258,                0.97113,                0.95443,                0.97934,                0.69455,                0.88584,                0.87088,                0.88136,                0.80566,                 1.2541,                 1.1564,                0.00281,                0.51154,                 1.3952,               0.002278,               0.002278,               0.002278
                     80,                0.22201,                0.05364,                 0.0245,                0.15835,                0.78207,                0.96895,                 0.9525,                0.97879,                 0.6983,                0.88456,                0.86968,                0.88651,                0.80724,                 1.2279,                  1.171,                0.00303,                0.50441,                 1.3856,               0.002179,               0.002179,               0.002179
                     81,                0.21967,                0.05152,                0.02415,                 0.1556,                0.78078,                0.96952,                0.95294,                0.98008,                0.69819,                0.88742,                 0.8725,                0.89175,                0.81331,                  1.232,                 1.1626,                0.00297,                0.50824,                 1.3987,                0.00208,                0.00208,                0.00208
                     82,                0.22125,                0.04737,                0.02215,                 0.1585,                0.78104,                0.97504,                0.95595,                0.97986,                0.69296,                0.89285,                0.87553,                0.89671,                0.80474,                 1.2448,                 1.1579,                0.00231,                0.50281,                 1.4237,               0.001981,               0.001981,               0.001981
                     83,                 0.2196,                0.05087,                0.02367,                0.15576,                0.78085,                0.97325,                0.95673,                0.98014,                0.69186,                0.88555,                0.87058,                0.89099,                0.81379,                 1.2483,                 1.1357,                0.00284,                0.49956,                 1.4149,               0.001882,               0.001882,               0.001882
                     84,                0.21754,                0.04962,                0.02345,                0.15648,                0.78194,                 0.9728,                0.95564,                0.98016,                 0.6878,                0.87761,                0.86332,                0.87743,                0.79816,                 1.2618,                 1.1384,                  0.003,                0.50168,                 1.4262,               0.001783,               0.001783,               0.001783
                     85,                0.21625,                0.05114,                0.02356,                0.15345,                0.78179,                0.97602,                0.95616,                0.97917,                0.68719,                0.88506,                0.86752,                0.88181,                0.80145,                 1.2487,                 1.1532,                0.00295,                0.50015,                 1.4135,               0.001684,               0.001684,               0.001684
                     86,                0.21501,                0.04855,                0.02271,                0.15309,                0.78176,                0.97465,                0.95175,                0.97878,                0.69135,                0.88671,                0.86639,                0.88523,                0.79856,                  1.234,                 1.1925,                0.00341,                0.49919,                 1.3936,               0.001585,               0.001585,               0.001585
                     87,                0.21418,                0.04814,                0.02237,                0.15316,                0.78157,                0.97185,                0.95184,                 0.9803,                0.68876,                0.88428,                0.86695,                0.88558,                0.78916,                 1.2334,                 1.2055,                0.00324,                0.49831,                 1.3873,               0.001486,               0.001486,               0.001486
                     88,                 0.2088,                0.04617,                0.02158,                0.15018,                0.78145,                0.97296,                0.95133,                0.98186,                0.68959,                0.89059,                0.87117,                0.89099,                0.79805,                  1.233,                 1.1695,                0.00359,                0.49806,                 1.3962,               0.001387,               0.001387,               0.001387
                     89,                 0.2098,                0.04582,                0.02158,                0.15071,                0.78116,                0.97094,                0.95415,                0.98285,                0.68655,                0.88551,                 0.8706,                0.89278,                0.79576,                 1.2371,                 1.1706,                0.00327,                 0.4893,                  1.411,               0.001288,               0.001288,               0.001288
                     90,                0.20746,                0.04687,                0.02161,                0.14961,                0.78073,                0.96791,                0.95316,                0.98229,                0.68937,                0.87899,                0.86634,                0.88917,                0.79998,                 1.2346,                 1.1627,                0.00336,                0.49025,                 1.4095,               0.001189,               0.001189,               0.001189
                     91,                0.20555,                0.04597,                0.02086,                0.14767,                   0.78,                 0.9674,                0.95134,                0.98142,                0.68786,                0.88273,                0.86807,                 0.8925,                0.80836,                 1.2358,                 1.1561,                0.00307,                0.49666,                 1.4065,                0.00109,                0.00109,                0.00109
                     92,                 0.2052,                  0.044,                0.02102,                0.14821,                0.78203,                0.96882,                0.95278,                0.98062,                0.68728,                0.88411,                 0.8702,                0.88861,                0.80655,                  1.244,                 1.1598,                0.00287,                0.50267,                  1.411,               0.000991,               0.000991,               0.000991
                     93,                0.20274,                 0.0421,                0.02012,                 0.1465,                0.77902,                0.96826,                0.95244,                0.98065,                0.69192,                0.88155,                0.86775,                 0.8805,                0.80331,                   1.24,                 1.1651,                0.00307,                0.50158,                 1.4028,               0.000892,               0.000892,               0.000892
