                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                  1.349,                  2.649,                0.25718,                0.72683,                 1.1192,                0.89923,                  0.875,                 0.8944,                0.52012,                0.66567,                   0.65,                0.66983,                0.33382,                 1.5699,                  3.153,                0.06316,                0.76553,                 1.2046,              0.0083665,              0.0083665,              0.0083665
                     35,                 1.3957,                 2.6298,                0.23889,                0.73251,                 1.0911,                0.89312,                    0.9,                0.90322,                0.51965,                0.85196,                  0.575,                0.66697,                0.29877,                 1.6096,                 3.2536,                0.06233,                0.74662,                 1.2258,               0.008317,               0.008317,               0.008317
                     36,                 1.3685,                 2.5336,                0.28843,                0.79042,                 1.1413,                0.89312,                    0.9,                0.90322,                0.51965,                0.85196,                  0.575,                0.66697,                0.29877,                 1.6096,                 3.2536,                0.06233,                0.74662,                 1.2258,              0.0082675,              0.0082675,              0.0082675
                     37,                 1.3009,                 2.5129,                0.22777,                0.71497,                 1.0785,                0.84792,                   0.85,                0.86616,                0.57085,                0.77468,                  0.575,                0.70373,                0.37906,                  1.443,                 3.0546,                0.06573,                0.71111,                  1.161,               0.008218,               0.008218,               0.008218
                     38,                 1.2774,                 2.3145,                0.22283,                0.69048,                 1.0599,                 0.9218,                0.88423,                0.92415,                 0.5235,                0.77689,                  0.675,                0.76111,                0.36185,                 1.5464,                 3.0191,                0.06412,                0.74242,                 1.2163,              0.0081685,              0.0081685,              0.0081685
                     39,                 1.2805,                 2.3031,                0.21443,                0.70867,                 1.0794,                0.94392,                  0.825,                0.91856,                0.56704,                0.79073,                  0.575,                0.69087,                0.35414,                 1.4253,                 3.2568,                0.03663,                0.68912,                 1.1555,               0.008119,               0.008119,               0.008119
                     40,                 1.2824,                 2.6231,                0.27042,                0.74042,                 1.0957,                0.94392,                  0.825,                0.91856,                0.56704,                0.79073,                  0.575,                0.69087,                0.35414,                 1.4253,                 3.2568,                0.03663,                0.68912,                 1.1555,              0.0080695,              0.0080695,              0.0080695
                     41,                  1.229,                 2.2024,                 0.2343,                0.69907,                 1.0311,                0.87829,                 0.9021,                0.93834,                0.58031,                 0.7385,                  0.775,                0.78484,                0.43828,                 1.3475,                 2.6606,                 0.0642,                0.67784,                 1.1569,                0.00802,                0.00802,                0.00802
                     42,                 1.1998,                 2.2765,                0.20718,                0.67184,                 1.0455,                0.97177,                0.86062,                0.92224,                0.54464,                0.82229,                0.69419,                0.74912,                0.45349,                  1.562,                 2.7663,                0.04255,                0.72076,                 1.1858,              0.0079705,              0.0079705,              0.0079705
                     43,                 1.2526,                 1.7153,                0.28315,                0.69031,                 1.0463,                0.90178,                0.91827,                0.94212,                 0.5574,                0.87389,                  0.675,                0.75356,                0.45939,                 1.4785,                 2.6393,                0.04894,                0.69258,                 1.1546,               0.007921,               0.007921,               0.007921
