                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.28118,                0.08011,                0.03339,                0.19048,                  0.786,                0.99944,                0.99887,                0.99474,                0.73436,                0.91994,                0.91942,                0.91601,                0.89144,                 1.0852,                0.96086,                 0.0016,                0.39058,                 1.1357,               0.005842,               0.005842,               0.005842
                     23,                0.27734,                0.07966,                0.03281,                0.18897,                0.78598,                0.99851,                0.99825,                0.99451,                 0.7387,                0.92483,                0.92461,                 0.9317,                0.90995,                 1.0776,                 0.8463,                0.00219,                0.38696,                 1.1297,               0.005644,               0.005644,               0.005644
                     24,                0.27229,                0.07821,                0.03287,                0.18758,                0.78462,                0.99935,                0.99739,                0.99471,                0.73205,                 0.9276,                0.92582,                0.94018,                0.90853,                 1.0889,                0.89571,                 0.0023,                0.39036,                  1.141,               0.005446,               0.005446,               0.005446
                     25,                 0.2692,                0.08055,                0.03214,                0.18602,                0.78426,                0.99851,                0.99819,                0.99467,                0.73524,                0.92566,                0.92538,                0.92699,                0.89209,                 1.0871,                0.90497,                0.00135,                0.38753,                 1.1415,               0.005248,               0.005248,               0.005248
                     26,                0.26385,                0.07532,                0.03042,                 0.1826,                0.78471,                0.99888,                0.99855,                0.99465,                0.73098,                 0.9209,                0.92062,                0.91175,                0.87103,                 1.1034,                0.95779,                0.00162,                0.38842,                 1.1524,                0.00505,                0.00505,                0.00505
                     27,                 0.2598,                0.07701,                0.03081,                0.18157,                0.78233,                0.99879,                0.99855,                0.99471,                 0.7295,                0.92511,                0.92494,                0.92295,                0.88529,                 1.0965,                0.86794,                0.00188,                0.38936,                 1.1572,               0.004852,               0.004852,               0.004852
                     28,                 0.2556,                0.07339,                0.03154,                0.17872,                0.78318,                0.99795,                0.99818,                0.99479,                0.72884,                0.92561,                0.92586,                0.93393,                0.90237,                  1.104,                0.89946,                0.00143,                0.38804,                 1.1598,               0.004654,               0.004654,               0.004654
                     29,                 0.2509,                0.06805,                0.02976,                 0.1755,                0.78258,                0.99916,                0.99817,                0.99473,                0.72712,                0.92683,                0.92591,                0.91922,                0.87614,                 1.0965,                0.86691,                0.00151,                0.38488,                 1.1554,               0.004456,               0.004456,               0.004456
                     30,                0.24691,                0.06811,                0.02842,                0.17469,                0.78121,                0.99888,                0.99811,                0.99463,                0.73519,                0.92687,                0.92624,                0.91694,                0.89224,                 1.0947,                0.86837,                0.00186,                 0.3933,                 1.1605,               0.004258,               0.004258,               0.004258
                     31,                0.24279,                0.06585,                0.02877,                0.17239,                0.78127,                0.99841,                0.99807,                0.99477,                0.73647,                0.92557,                0.92527,                0.93078,                0.90448,                 1.0831,                0.86386,                0.00159,                0.39044,                 1.1498,                0.00406,                0.00406,                0.00406
                     32,                0.24178,                0.06742,                0.02899,                0.17134,                0.78089,                0.99832,                 0.9983,                0.99465,                0.73181,                0.91872,                0.91878,                0.90411,                0.87151,                 1.0891,                0.86494,                0.00144,                0.38974,                 1.1495,               0.003862,               0.003862,               0.003862
                     33,                0.23528,                0.06358,                0.02794,                0.16834,                0.78036,                0.99881,                0.99748,                0.99461,                0.73577,                0.92788,                0.92732,                0.92902,                0.90116,                 1.0937,                0.87555,                0.00161,                0.39769,                 1.1519,               0.003664,               0.003664,               0.003664
