                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                0.29545,                0.42873,                0.26791,                0.83577,                0.91051,                0.91333,                0.98437,                0.94356,                0.91051,                0.91333,                0.98437,                0.86321,                0.31906,                 0.8015,                0.39418,                0.81187,               0.020753,              0.0037533,              0.0037533
                     84,                0.28659,                0.42386,                0.23583,                0.79555,                0.91051,                0.91333,                0.98437,                0.94356,                0.91051,                0.91333,                0.98437,                0.86321,                0.31906,                 0.8015,                0.39418,                0.81187,               0.019743,               0.003743,               0.003743
                     85,                0.28605,                0.40048,                0.22606,                0.81046,                0.91051,                0.91333,                0.98437,                0.94356,                0.91051,                0.91333,                0.98437,                0.86321,                0.31906,                 0.8015,                0.39418,                0.81187,               0.018732,              0.0037315,              0.0037315
                     86,                 0.3004,                0.48214,                0.27479,                 0.8227,                0.91051,                0.91333,                0.98437,                0.94356,                0.91051,                0.91333,                0.98437,                0.86321,                0.31906,                 0.8015,                0.39418,                0.81187,               0.017719,              0.0037186,              0.0037186
                     87,                 0.3307,                  0.449,                0.23243,                0.83511,                0.89805,                0.91111,                 0.9827,                0.94156,                0.89805,                0.91111,                 0.9827,                0.86127,                0.31307,                0.77633,                0.40929,                0.81244,               0.016704,              0.0037045,              0.0037045
                     88,                 0.2867,                0.49825,                0.26544,                0.79785,                0.89805,                0.91111,                 0.9827,                0.94156,                0.89805,                0.91111,                 0.9827,                0.86127,                0.31307,                0.77633,                0.40929,                0.81244,               0.015689,               0.003689,               0.003689
                     89,                0.31522,                0.43364,                 0.2749,                0.83289,                0.89805,                0.91111,                 0.9827,                0.94156,                0.89805,                0.91111,                 0.9827,                0.86127,                0.31307,                0.77633,                0.40929,                0.81244,               0.014672,              0.0036721,              0.0036721
                     90,                0.27474,                0.38051,                0.23784,                0.81358,                0.89805,                0.91111,                 0.9827,                0.94156,                0.89805,                0.91111,                 0.9827,                0.86127,                0.31307,                0.77633,                0.40929,                0.81244,               0.013654,               0.003654,               0.003654
                     91,                0.30219,                0.41496,                0.23852,                0.82414,                0.90937,                 0.9148,                0.98563,                0.94644,                0.90937,                 0.9148,                0.98563,                0.86184,                0.33831,                0.77698,                 0.4259,                0.81678,               0.012635,              0.0036345,              0.0036345
                     92,                 0.3176,                0.45895,                0.25871,                 0.8455,                0.90937,                 0.9148,                0.98563,                0.94644,                0.90937,                 0.9148,                0.98563,                0.86184,                0.33831,                0.77698,                 0.4259,                0.81678,               0.011614,              0.0036138,              0.0036138
                     93,                 0.3278,                0.45208,                0.26173,                0.82428,                0.90937,                 0.9148,                0.98563,                0.94644,                0.90937,                 0.9148,                0.98563,                0.86184,                0.33831,                0.77698,                 0.4259,                0.81678,               0.010592,              0.0035917,              0.0035917
                     94,                0.30087,                0.43427,                0.24419,                0.81946,                0.90937,                 0.9148,                0.98563,                0.94644,                0.90937,                 0.9148,                0.98563,                0.86184,                0.33831,                0.77698,                 0.4259,                0.81678,              0.0095682,              0.0035682,              0.0035682
                     95,                0.29754,                0.43557,                0.23366,                 0.8271,                0.92138,                0.91111,                0.98159,                0.94033,                0.92138,                0.91111,                0.98159,                0.87389,                0.31835,                 0.7468,                0.41413,                0.81583,              0.0085435,              0.0035435,              0.0035435
                     96,                0.33211,                0.44988,                0.28093,                0.84918,                0.92138,                0.91111,                0.98159,                0.94033,                0.92138,                0.91111,                0.98159,                0.87389,                0.31835,                 0.7468,                0.41413,                0.81583,              0.0075174,              0.0035174,              0.0035174
                     97,                0.33006,                0.44361,                0.25294,                0.84187,                0.92138,                0.91111,                0.98159,                0.94033,                0.92138,                0.91111,                0.98159,                0.87389,                0.31835,                 0.7468,                0.41413,                0.81583,              0.0064901,              0.0034901,              0.0034901
                     98,                0.29773,                0.42469,                0.25857,                0.82915,                0.92138,                0.91111,                0.98159,                0.94033,                0.92138,                0.91111,                0.98159,                0.87389,                0.31835,                 0.7468,                0.41413,                0.81583,              0.0054614,              0.0034614,              0.0034614
                     99,                0.29201,                0.39404,                0.24068,                  0.822,                0.92501,                0.92007,                0.98675,                0.94525,                0.92501,                0.92007,                0.98675,                 0.8584,                0.31678,                0.73395,                0.38908,                0.81295,              0.0044313,              0.0034313,              0.0034313
                    100,                0.30739,                0.40599,                0.23056,                 0.8368,                0.92501,                0.92007,                0.98675,                0.94525,                0.92501,                0.92007,                0.98675,                 0.8584,                0.31678,                0.73395,                0.38908,                0.81295,                 0.0034,                 0.0034,                 0.0034
                    101,                0.30613,                0.48647,                0.25175,                0.83819,                0.92501,                0.92007,                0.98675,                0.94525,                0.92501,                0.92007,                0.98675,                 0.8584,                0.31678,                0.73395,                0.38908,                0.81295,                 0.0034,                 0.0034,                 0.0034
                    102,                0.29455,                0.48036,                0.26434,                 0.8403,                0.92501,                0.92007,                0.98675,                0.94525,                0.92501,                0.92007,                0.98675,                 0.8584,                0.31678,                0.73395,                0.38908,                0.81295,               0.003334,               0.003334,               0.003334
                    103,                0.28249,                0.40508,                0.26852,                0.83442,                0.93326,                0.93889,                0.98675,                0.94591,                0.93326,                0.93889,                0.98675,                0.86305,                0.32317,                0.73604,                0.35639,                0.81153,               0.003268,               0.003268,               0.003268
                    104,                0.29175,                0.40014,                0.24032,                0.82333,                0.93326,                0.93889,                0.98675,                0.94591,                0.93326,                0.93889,                0.98675,                0.86305,                0.32317,                0.73604,                0.35639,                0.81153,               0.003202,               0.003202,               0.003202
                    105,                0.28355,                0.38432,                0.25496,                0.82805,                0.93326,                0.93889,                0.98675,                0.94591,                0.93326,                0.93889,                0.98675,                0.86305,                0.32317,                0.73604,                0.35639,                0.81153,               0.003136,               0.003136,               0.003136
                    106,                0.28952,                0.39746,                0.22843,                0.82635,                0.93326,                0.93889,                0.98675,                0.94591,                0.93326,                0.93889,                0.98675,                0.86305,                0.32317,                0.73604,                0.35639,                0.81153,                0.00307,                0.00307,                0.00307
                    107,                 0.2995,                0.42559,                0.27171,                0.83225,                0.93147,                0.91654,                0.98563,                0.94243,                0.93147,                0.91654,                0.98563,                0.86111,                0.34634,                0.75821,                0.41195,                0.81674,               0.003004,               0.003004,               0.003004
                    108,                0.28926,                0.39801,                0.22584,                0.81328,                0.93147,                0.91654,                0.98563,                0.94243,                0.93147,                0.91654,                0.98563,                0.86111,                0.34634,                0.75821,                0.41195,                0.81674,               0.002938,               0.002938,               0.002938
                    109,                0.28741,                0.40747,                0.22172,                0.82426,                0.93147,                0.91654,                0.98563,                0.94243,                0.93147,                0.91654,                0.98563,                0.86111,                0.34634,                0.75821,                0.41195,                0.81674,               0.002872,               0.002872,               0.002872
                    110,                0.28185,                0.42444,                0.23879,                0.80538,                0.93147,                0.91654,                0.98563,                0.94243,                0.93147,                0.91654,                0.98563,                0.86111,                0.34634,                0.75821,                0.41195,                0.81674,               0.002806,               0.002806,               0.002806
                    111,                0.29775,                0.42419,                0.24959,                0.80633,                0.93817,                0.91527,                0.98675,                0.93707,                0.93817,                0.91527,                0.98675,                0.84584,                0.34755,                0.73918,                0.39508,                0.81534,                0.00274,                0.00274,                0.00274
