                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                0.48805,                0.84178,                0.32566,                0.85459,                0.98647,                0.97124,                0.99283,                0.91578,                0.96479,                0.94303,                0.96987,                0.80314,                0.43772,                0.91168,                0.27976,                0.84911,               0.005842,               0.005842,               0.005842
                     44,                0.48388,                0.84815,                0.32361,                0.85245,                0.98141,                0.97629,                0.99328,                0.91333,                0.96698,                0.94243,                0.96886,                0.80119,                0.43076,                0.88371,                0.27654,                0.84641,               0.005743,               0.005743,               0.005743
                     45,                0.47444,                0.83048,                0.31868,                0.85017,                0.98359,                0.97569,                0.99326,                0.91593,                0.96658,                0.93674,                0.96906,                0.80414,                0.43439,                0.91968,                0.27354,                  0.847,               0.005644,               0.005644,               0.005644
                     46,                0.47622,                0.84677,                0.31718,                0.85171,                0.97941,                0.97558,                0.99319,                0.91711,                0.95993,                0.94303,                 0.9676,                0.80145,                0.43712,                0.90621,                0.27413,                0.85028,               0.005545,               0.005545,               0.005545
                     47,                0.47457,                0.84149,                0.31974,                0.85109,                0.99022,                0.97383,                0.99339,                0.91293,                0.96642,                0.94772,                0.96969,                0.80064,                0.42938,                0.90151,                0.26658,                0.84574,               0.005446,               0.005446,               0.005446
                     48,                0.46983,                0.83258,                0.31774,                0.84929,                0.98316,                0.97373,                0.99307,                0.91438,                 0.9705,                0.94377,                0.96962,                0.80185,                0.42776,                0.87188,                0.26926,                0.84772,               0.005347,               0.005347,               0.005347
                     49,                0.47127,                 0.8239,                0.31289,                0.84813,                0.98805,                0.97891,                0.99358,                0.92009,                0.95588,                 0.9471,                0.96759,                0.81357,                0.42154,                0.89477,                0.26746,                 0.8456,               0.005248,               0.005248,               0.005248
                     50,                0.46248,                0.81568,                0.31209,                0.84693,                0.98462,                0.97447,                0.99338,                0.91046,                0.96206,                0.94488,                0.96561,                0.79489,                0.42498,                0.85658,                0.26866,                0.84678,               0.005149,               0.005149,               0.005149
                     51,                 0.4562,                0.80142,                0.30799,                0.84387,                  0.984,                0.97484,                0.99328,                 0.9159,                0.96029,                0.94833,                0.96828,                0.80101,                  0.424,                0.90276,                  0.265,                0.84624,                0.00505,                0.00505,                0.00505
                     52,                0.45655,                0.81523,                0.30956,                0.84705,                0.98508,                0.97709,                0.99326,                0.91769,                0.96624,                0.94233,                0.96641,                0.80881,                0.41786,                0.88467,                0.26415,                0.84425,               0.004951,               0.004951,               0.004951
                     53,                0.44875,                0.79228,                0.30249,                0.84449,                 0.9869,                0.97542,                 0.9936,                0.91352,                0.96743,                0.94496,                  0.967,                0.80052,                0.41663,                0.87084,                0.26462,                0.84579,               0.004852,               0.004852,               0.004852
                     54,                 0.4531,                0.79964,                 0.3024,                0.84406,                0.98486,                0.97484,                0.99324,                0.92005,                0.96524,                0.94784,                0.97097,                0.81365,                0.41741,                0.90355,                0.26102,                0.84229,               0.004753,               0.004753,               0.004753
                     55,                0.45113,                0.79799,                0.30457,                 0.8439,                0.98357,                0.97428,                0.99333,                0.91671,                0.95897,                0.94525,                0.96813,                0.80425,                0.41457,                0.88646,                0.26445,                0.84483,               0.004654,               0.004654,               0.004654
                     56,                0.44632,                0.79322,                0.30143,                0.84431,                 0.9849,                0.97669,                0.99344,                0.91902,                0.96392,                0.94155,                0.96718,                0.80312,                0.40956,                0.87996,                0.25817,                0.83976,               0.004555,               0.004555,               0.004555
                     57,                0.44266,                0.78066,                0.29958,                0.83931,                0.98398,                0.97689,                  0.993,                0.92116,                 0.9628,                0.94303,                0.96796,                0.81193,                0.40663,                0.88397,                0.25568,                0.84134,               0.004456,               0.004456,               0.004456
                     58,                0.44324,                0.79253,                 0.3003,                0.84208,                0.98936,                0.97447,                0.99325,                0.92365,                0.96495,                0.94734,                 0.9703,                0.81662,                0.40348,                0.88409,                0.25781,                0.84128,               0.004357,               0.004357,               0.004357
                     59,                0.44102,                0.76748,                0.29853,                0.84141,                0.97891,                0.97669,                0.99307,                0.92154,                0.96665,                0.94525,                0.97085,                0.81129,                0.40639,                0.86547,                0.25623,                0.84176,               0.004258,               0.004258,               0.004258
                     60,                0.43811,                0.76179,                0.29523,                0.84026,                0.98593,                0.97484,                 0.9934,                0.92069,                0.96278,                 0.9508,                0.96967,                0.81185,                0.40574,                0.86361,                0.25732,                0.84129,               0.004159,               0.004159,               0.004159
                     61,                0.43221,                0.75047,                0.29413,                0.83954,                0.98637,                0.97595,                0.99326,                0.92391,                0.95879,                0.94858,                0.96874,                0.81869,                0.40456,                0.86469,                0.25406,                0.84004,                0.00406,                0.00406,                0.00406
                     62,                0.42621,                0.74032,                0.28864,                 0.8386,                0.98948,                0.97471,                0.99311,                0.92078,                  0.965,                 0.9471,                0.96971,                0.81401,                0.40408,                0.85224,                 0.2541,                0.84476,               0.003961,               0.003961,               0.003961
                     63,                0.42942,                0.75371,                0.29085,                0.83867,                0.98607,                0.97706,                0.99334,                0.92451,                0.96291,                0.95084,                0.97243,                0.82134,                0.40232,                0.85274,                0.25095,                0.83871,               0.003862,               0.003862,               0.003862
                     64,                0.42821,                 0.7632,                0.29019,                 0.8407,                 0.9858,                0.97595,                0.99345,                0.92464,                0.96147,                 0.9508,                   0.97,                0.81647,                 0.4007,                0.84176,                0.24928,                0.83886,               0.003763,               0.003763,               0.003763
                     65,                0.42555,                0.74595,                0.28815,                0.83752,                0.98652,                0.97484,                0.99333,                0.92487,                0.96635,                0.95006,                0.97282,                0.82073,                0.39978,                0.86167,                0.24822,                0.83991,               0.003664,               0.003664,               0.003664
                     66,                0.42429,                0.74327,                0.28706,                0.83655,                0.98469,                0.97537,                0.99325,                0.92723,                0.96059,                0.94784,                0.97056,                0.82133,                 0.3936,                0.87053,                0.24579,                0.83642,               0.003565,               0.003565,               0.003565
                     67,                0.41979,                 0.7206,                0.28602,                0.83548,                0.98581,                0.97692,                0.99339,                0.92667,                0.96943,                0.93861,                 0.9692,                0.81772,                 0.3945,                0.86983,                0.24457,                0.83844,               0.003466,               0.003466,               0.003466
                     68,                0.41445,                0.72613,                0.28254,                0.83315,                0.98848,                 0.9778,                0.99364,                0.92525,                0.96338,                0.95265,                0.97043,                0.81397,                0.39337,                0.86617,                0.24754,                0.83919,               0.003367,               0.003367,               0.003367
                     69,                0.41465,                0.73109,                0.28326,                0.83423,                0.98472,                0.97757,                0.99292,                0.92548,                0.96276,                0.95637,                0.97431,                0.82151,                 0.3915,                0.84754,                0.24571,                0.83774,               0.003268,               0.003268,               0.003268
                     70,                0.40823,                0.71982,                0.27913,                0.83411,                0.98366,                0.97998,                0.99359,                0.92379,                0.95869,                  0.953,                0.97312,                 0.8191,                0.39859,                0.88506,                0.24624,                0.84022,               0.003169,               0.003169,               0.003169
                     71,                0.40194,                0.70228,                0.27682,                0.83181,                0.98613,                0.97891,                0.99355,                0.92685,                0.95899,                0.95164,                 0.9716,                0.82586,                0.38971,                 0.8752,                0.24306,                0.83804,                0.00307,                0.00307,                0.00307
                     72,                0.40198,                0.70241,                0.27549,                0.83042,                 0.9857,                0.97669,                0.99347,                0.92617,                0.96667,                0.94932,                 0.9722,                0.82399,                0.38813,                0.86275,                0.23939,                0.83577,               0.002971,               0.002971,               0.002971
                     73,                0.40499,                0.71776,                0.27594,                0.83381,                0.98329,                0.97973,                0.99323,                  0.926,                 0.9599,                0.95642,                0.97222,                 0.8205,                 0.3869,                0.86973,                0.24071,                0.83653,               0.002872,               0.002872,               0.002872
                     74,                0.39967,                0.69442,                0.27339,                0.82981,                 0.9877,                0.98069,                 0.9936,                0.92732,                0.96411,                0.95419,                0.97093,                0.82095,                0.38668,                0.87064,                0.24099,                0.83781,               0.002773,               0.002773,               0.002773
